cat,label,review,predict_before,predict_after
书籍,1,这套书真的很不错，就像在讲述一个小孩子的故事，点点滴滴透露着作者的痛心，读后觉得心情很轻松，儿子每每在读这些书的时候都会被里面的内容吸引的开心大笑，也让他从一个淘气的孩子变成一个爱读书的孩子，从客厅到书房，到厕所，到学校，总是爱不释手，带到学校去也成了同学们互相借阅的热门书籍。也很感谢老师的推荐，让孩子在紧张的学习生活中寻找到了快乐的答案。,淘气包马小跳（推断）,我爸爸
书籍,1,这套书真的非常值得大人和孩子一起阅读，从买回来的那天，我家2岁8个月的小宝就缠着我讲，第一辑全部讲完了，每本她都能讲给我听了，而且，出门去商场了还知道活学活用要紧紧牵着我的手。前两天第二辑也被她翻了出来，睡觉前一口气让我讲完了，小人的记忆很好，哪本书讲什么内容有些什么人什么对话她都记得很清楚，真的是很让小宝着魔呢！对大人这套书很有指导意义，对孩子更是好的没话说了！,歪歪兔行为习惯系列互动图画书》（推断）,少女小渔
书籍,1,这套书有天马行空的想象力、生动有趣的故事情节，以及很多知识点，是一套很棒的科普书。小一些的孩子适合与水、蜜蜂、太阳系、飓风等内容有关的分册，不但很喜欢听还能抢着回答问题。各种不同的岩石、奇妙的电、人体感觉器官等内容对小孩来说有点抽象、难以理解，是初中以上的课堂里才会接触的东西，故事也比较长，讲给我刚六岁的儿子听时，他已经没有耐心听到最后了，等他长大再看吧。,神奇校车（推断）,依晨的求学日记
书籍,1,这套书三册，非常精美，内容也很好，我七岁的女儿拿到书后，坐在地板上用了二个小时读了一遍，喜欢得不得了。然后就将它们放在了床头，时不时地翻看一番，还经常问我想知道什么动物的知识，然后给我讲解，俨然是个行家的样子，可爱极了。她问我有动物百科，一定也有植物百科，我说一定会有，我会再给她买一套植物百科。不过这套书附的光盘我女儿拒绝看，她更喜欢自己阅读文字。,动物百科（推断）,找宝贝
书籍,1,这套书目前是我5岁女儿的最爱，每天要要求我给她讲上2本。这套书用“化身游历”方法近距离接触各种科学知识，真是非常奇妙的创意！看得出出版社也很用心，每本前都邀请相关领域的科研人员写序言。总体内容适合4岁以上的小朋友，因为内容还是很丰富的，也需要有一定的理解能力，太小的孩子可能会不感兴趣。总之，好书值得人人拥有。,化身游历（推断）,哑铃完全手册
书籍,1,这套书买的时候还担心宝宝读是不是有点儿科了，到家以后发觉故事很简单，宝宝易接受，还能从中学到很多知识点，现在垚垚通过这套书，知道：1  什么动物夜间活动，还有各种动物睡觉的姿势2  大象平时喜欢做什么，小蚂蚁在要下雨前要做什么3  蛐蛐是用什么发出声音的4  壁虎的尾巴断了还会长出来，还有什么动物会为了保护自己而丢掉身上什么部位5  云是怎么样形成的，为什么会消失总体下来，这套书真的很不错,动物世界大百科（推断）,逃家小兔
书籍,1,这套书陆陆续续地买了好多本，以前只是挑自己喜欢的那册买，现在渐渐地很想把它都买齐了。看了好多本，感觉有些象中国版的猫和老鼠，那狼和那笨猫一样可爱又笨得可笑，老是让那只老鼠捉弄得团团转，这只狼也一样，除了傻，还真的很可爱，可爱得让人感觉狼原来也是可以很可爱的。不过遗憾的是这本书中没有书签，以前买的都有，是一张很精美的卡片，不知道为什么？,喜羊羊与灰太狼（推断）,长恨歌
书籍,1,这套书当真可以说是我的中国革命史启蒙教材。以前虽说也学过好多次'，但始终让我无法提起兴趣。这套书写得非常吸引人，很多以前一直比较困惑的问题都得到了解答，看来不管学习什么知识，兴趣的确重要，如果在学习知识的同时阅读一些相关的书籍（最好是趣味性的，但不要胡说八道那种），确实会对更深刻的了解所学知识有很大帮助。这本书用对比的手法为我们展示了毛泽东和蒋介石不同的领袖风采。新颖！,毛泽东和蒋介石（推断）,迷魂记
书籍,1,这套书不错啊！寂寞的老头因为捣乱猫而不再孤独无聊，里面的人情味很重，儿子很喜欢，每天睡觉时从书架抽一本让我在床头给他讲。有时候自己翻着看，因为画面很丰富，他在里面能看到文字以外的东西，比如有一集里面，在鸡蛋的框子里有一个彩色的，他很快就发现了，说“复活节彩蛋”！其实那篇跟复活节没有什么关系。还有一些细节，好想画出了大人看不到，孩子世界里特有的东西，小动物、奇怪的仿生家具……。,捣乱猫（推断）,马教主的书
书籍,1,这套教材，延续了新概念英语图文并茂的特点，为适应儿童的阅读特点，书中的插图都是彩色的，活泼、可爱（尽管插图画的很粗糙）。内容也选择了生活中常用的场景对话，很实用，很亲切。最让我觉得满意的是，书里配备了mp3 和dvd光盘，适合现代媒体的潮流，不象有的教材至今仍然只配备录音磁带（到哪里去找录音机啊？）。假期就要来了，我打算带儿子一起来好好学学呢！,新概念英语（推断）,我不哭
书籍,1,这套绘本很适合1－3岁的小宝宝，画面及文字都非常简洁，可给家长和小孩许多发挥空间。也许有些人会觉得内容过于简单，有点重复，但对于小宝宝来说，一次摄入不了太多信息，适度的重复更有助于她的记忆。宝宝特别喜欢看里面的刷牙那一本，结合平时看到大人刷牙，觉得更有意思，我们就借此机会每晚喝奶后给她漱口刷牙。推荐给大家。,刷牙（推断）,美国摄影用光教程
书籍,1,这套大卡，我喜欢它的地方是：一方面它的认知全部是实物图片，这样不会误导宝宝认知。另一方面它配有和物品有关的儿歌，使得认物变的生动有趣。再者，它的卡纸对宝宝来说够大，并且质量还不错，至少那么久以来没被我家的弄烂，呵呵。这套卡可以根据需要拆开，或者用配的挂杆挂起来给宝宝看。另外是礼盒装的，送人也很体面实用。只是当当送来的时候瘪盒了：（这套大卡儿子持续喜欢了很久，一岁过的时候尤其喜欢，天天都要看无数遍，一直到一岁八九个月时候都还很喜欢。记得那段时间刚好带儿子回老家，没有带任何书，哄他睡觉的时候我就和他一起回忆大卡上的儿歌，一首接一首的复述。那时候我才忽然发现，平时看书的时候并没有很多反应的小家伙，已经能把上面的儿歌几乎全部复述完整了。,大卡（推断）,红楼梦
书籍,1,这虽然是一本05年出的书，但其中的有几篇文章在今天看来，依然还有值得思考的价值。尤其是《全球老龄化与中国的应对》，《造成农民贫困的不合理制度设计》，《生命的呼吸：中国农村医卫事业的呻吟和曙光》等，这些在几年前就提出的关于农村问题，环境问题，以及人口老龄化等方面的意见和思考，让今天的我们可以比照这两年的发展或停滞或退步，而进行多一层的关注和思考。,中国农民调查（推断）,我不想被吃掉
书籍,1,这是中信金融前沿系列图书的第4本，作者曾经工作在华尔街的两大投行----高盛和摩根斯坦利，通过对投资银行的描写，揭示了华尔街的真相。贪婪成为了华尔街的主旋律。其实，华尔街许多真相可能局外人永远都不会明白，也没有机会明白，但华尔街投行的道德沦丧却有目共睹。如果我们以后有机会得到他们的服务，真应该仔细想想，那些拼凑的项目建议书的份量。值得一读的书。,华尔街真相（推断）,汤姆系列
书籍,1,这是这个系列的第二本书，也是我看完第一部作品后迫不及待的想看的。同样花了我一个晚上，把整本书一口气看完才肯罢手。中国地大物博，悠久的历史使书中各种探险有可能存在，所以加深了书的可看性。甚至我还想，如果我还年轻，也许我也会追随他们一起云游四海。虽然盗墓贼的出发点不好，但是盗亦有道，那些讲究门派规矩的盗贼们可以帮助那些深埋在地下的历史遗迹重见光明。,鬼吹灯（推断）,刘墉的作品
